32,53.93,16,85,7,-2,63,5
100,-14.08,32,69.02,107,15,42.83,4
91,-21,76,46,148,-49,141,-1
37,15.62,12.52,40.4,23.99,104,18,5
39.33,-0.01,110,86,-13.03,69.12,29.94,16
123,134,40.82,-23.2,19.36,-31,-14,29.65
-21.12,-33,119,140,55.82,53.83,13.47,45
51.03,56,62.26,68.41,147,103,-28,43.89
31.25,-5,-0.41,28,112,-26,40.16,2
22.85,35.3,56.63,128,55.53,39,-1.38,-5
29,-2,148,-11.61,97,47.51,54.95,99
8.23,26.07,124,59.77,122,124,-12.79,40
10.48,58.26,-17.23,95,-45,142,67.7,8.03
51,-23.89,-13,-12.37,-20.19,112,140,17.63
84,68,51,18.65,-7.99,22.46,32.43,-10.64
54,120,-22.42,40.48,73.96,36.4,24,99
94,-3,129,84,2,42.1,92,-2.34
124,69.32,4,14.66,17,100,-5.24,-5.68
44.96,21,36,54,108,41,-9,76
57.93,37.91,-15.83,-34,22.46,34.64,65.22,29.95
80,142,86,50,50.4,141,58,72.27
85,25,-40,50,1.33,56,43.36,56.13
20,12,57.48,-24,38,73,-30,28.51
67.33,16.32,80,61.43,29.74,-12,140,45
72,-8,143,2.69,128,46,82,-2
-50,44,25.28,28,-12.55,58,29,145
19,29,38.98,26.47,51.15,-2.78,-13.43,60
-9.72,72.96,145,32,1.38,-28,3.04,77
124,38,-21,11,72.55,104,-11.17,10
-2.52,14,39.65,-9.88,-12.29,-22,-8,63.38
50.45,23,71,-15,90,-11.72,-7,88
113,104,102,-6,12,-14,102,-6.04
80,135,35,5,26.13,58.83,-0.21,37.2
-22.87,143,114,24.22,49,144,71.81,40.75
98,-9.82,116,61,26,29,39.41,5
18,53.41,29.17,55.19,-8.66,51,-46,-13
-4.96,55,131,-34,52,4.62,81,125
85,-40,67.84,5,-49,-21.57,95,-3
50.13,54.17,36.7,117,47,9,25,91
111,-4,2,94,126,50.54,125,-21.53
-50,-23.71,109,48,5,140,143,30.19
66,11,143,1,33.14,140,68,8.94
57.42,94,18.25,146,24.77,-5.87,85,-13.49
64.75,-3.78,21.92,45.87,45.63,20,47.86,25
10,28.79,-23,25.74,40.04,69.15,38.54,-8
56.92,107,58,-31,79,-4,80,111
64,-43,-21,25.21,26.72,-8.65,58,58.29
-15,16.65,9.75,26.39,59.96,45,68,53.43
45,33.77,48.06,56.4,85,27.46,-24,87
50.45,41,-21.41,-1,38,-18,136,10
66,76,12,20.58,26,92,21,47
29.73,-10,78,43.73,125,51,32,46
84,-48,-13,63,134,14,2.34,88
47.73,2.01,83,73,24.9,94,62.12,45
72.04,-0.55,2,65.28,89,8.49,-23.86,63.42
39.55,16.23,13.73,48.39,123,123,8.25,88
-1.39,49.61,52,16.59,4,-15.25,-16,34.25
43.63,119,-9,120,7.11,122,92,79
45.6,30.6,16.97,-5.55,104,97,143,-45
38.97,90,76,71.05,-2,53,72.45,54.41
73.39,20,2,137,74,-5,16.79,149
36,-20,73,-46,11,17,72,61
-31,-22.31,-4.29,98,119,44.43,10,106
20.04,27.23,3,114,-17.8,58,99,5
-39,-19,31,3,38.48,54.84,101,59
-46,-17,-50,6,-6.91,137,125,46.97
35.37,-6,-3,137,19,21.95,3,59.78
-24.02,59.05,28.08,59,85,46.06,-8.72,11
111,-6.26,-5,4,15.65,72,53.48,146
38.12,-9.32,5.11,63,73.1,20,-14,-2
27,55.43,-39,63.36,39,4,36,25.68
71.16,13,104,2.24,70,-5,39.78,149
132,106,36.44,39.29,-23.49,55,121,81
113,55,68,65.2,50.2,35.97,5,96
30,20.1,71.25,45,58.56,-6,53.3,15.97
129,10.69,141,-10.26,84,-38,24,-16
-10,-31,-39,-21,41,-3,-40,28
0,27.12,10,91,-11,101,121,46
18.84,141,100,-13,127,-3.52,69.41,1.01
73.29,31,70.91,131,1,16.17,52.17,32
130,108,5.39,34.23,11.39,125,68.1,79
-21,15.52,62,52.23,95,28.58,117,-15.32
-8.44,31,-24.39,41.96,-22.79,-8.47,63.2,30.7
23.1,-12.75,48,101,-33,135,-32,38
86,60.92,-21,57.61,66.44,30.73,-9.66,90
-13.37,-3.51,113,53,93,12.87,57.42,-46
133,122,-1,72,17.13,56,43.29,-29
-37,-29,21.08,83,17,34,47.86,16.2
18,119,-5.13,130,-19,73,60.28,79
-39,-19,114,-16,61,-17.05,62.58,117
-12.41,63,3.85,14,26.85,4,11.35,-4
32,69.45,98,70,-15.77,-9.25,47.76,19
131,-21,12,27.87,-17.78,-40,97,45
96,135,-9.9,76,2,-35,-1.71,81
10.76,97,47,39.28,48.09,55.44,131,38.39
71.16,74.12,57,20.29,-24.17,-44,36.97,1
111,106,24,-48,87,36.86,28,57.02
52.06,5.09,134,7.28,31.8,-14.16,122,106
5.48,-22,-17,-13,122,6.57,12,-13
75,-7.89,-11.1,103,-5.34,14,-21.54,-34
-47,1.11,93,11,-30,107,133,3
-41,-18,29,18,93,91,9.35,57
28,-45,42,60,-37,24.54,112,23
36.32,83,8,70,7.08,43.56,86,62.54
10,-3.71,144,-25,-12,-21,96,-1
36.01,-31,82,86,-29,64,44.77,51
120,64.52,130,16,78,-12,7,-8
148,-21.89,-47,15.51,49.92,62.35,-16.05,24
23,-8,132,129,-33,64.18,80,12
38.61,15,-30,-13.67,57,74,126,58.2
-16.94,142,3.93,-4,-0.65,-4.81,50.07,4.29
41.11,85,40.45,67.44,98,107,26,73
43.19,-30,34.01,41,90,34,13,23.16
55,-9,30,-9.47,-37,88,36,109
9,134,-29,55.17,54.04,57.29,-18,-2.04
68.76,33,122,24.49,84,5.38,49,99
47.42,-23,113,28.99,47.25,34,27.67,-45
38,59,105,113,17,50,124,105
4.18,70.32,69,57.11,20,-12.53,34,44.12
48.15,134,10.41,137,103,3,16,-2
64.74,12,60,58,3.86,48.84,14,112
122,31,74.74,71.38,16,-18,97,-14
31,99,-26,-25,-19.55,-21.76,-27,41.3
-22,-16,14.31,-4.67,-21,-13.14,14.22,-5.56
126,51.53,26.07,-9,-48,106,88,13.89
80,-1,114,16,26.36,-44,46,-15
118,6,79,45,133,56,70,104
87,38.8,96,117,32,77,4.7,51.43
-14.03,-49,47,145,73,-39,-12.82,95
131,51.87,-41,48.1,-10.43,9,140,-20
29.87,50,22,61.22,64.27,41,107,62.07
-29,89,129,45.92,48,15.18,39.7,-3
126,27,20.51,-23.13,-43,65.44,-22.3,98
102,74,115,21,46.62,6,25.7,68.67
97,-19.58,-12,7,-44,78,81,19.22
-2.54,-39,55,20,42,58.42,-16.12,-1
0,3,1,-36,-7.14,13,5,-16
29.47,49,-34,66.15,72.09,-23.14,49,71.88
131,86,43,145,67,119,31.84,147
55,-17.3,143,-27,42,12,2,-16
68.24,-5.46,14.85,43,2.38,43.97,-6,3.46
55.75,118,149,104,9.66,-7,-1.73,23.95
-36,6,54.69,58,21.47,40.28,-17,-42
7,48,-36,44.34,125,37,4.39,50
9,14,-42,-8.78,133,148,67.44,7.62
90,-15,83,57.36,-4,91,-12.12,6
-21.45,93,70.11,26.36,-46,74.58,-21.82,38.22
-20.63,11,129,-31,55.48,16,-22,40.22
10.61,42,49,122,82,68.81,43.43,89
