19,11,11.82,37.27,61,31.86,22,-6.14,-16,72
25,46,11.94,32,5,37.03,-8.32,61,1.21,-7.62
-17,44,2,24.15,48,14,6,-6,33.78,9.82
25.78,2,7,28.93,19,-15,18.08,26.94,-6.01,19.65
27,-8,61,63,60,76,-7.18,1.94,37.31,11.92
14,32,23.19,27,55,-5,79,56,27.16,0
36.72,17.73,59,45,-1.73,76,78,2,18,59
-0.11,-9.4,33,-6,-4.3,40,-3,16.13,13,19.37
71,3.11,33.99,69,1,1.35,14.9,17.13,43,42
38.02,8.9,34.65,9.04,41,77,16,43,-0.62,-8.21
15.24,77,12.86,-16,14.73,10,30,35,53,28
11.58,-3,10.53,17,18.27,51,30,26.7,22.92,25.62
13,59,-2.61,11.9,-20,14.17,13,52,31.41,29.85
-9.21,0.12,30,26,37.57,71,18.17,-1.18,12,8.37
37.37,29.12,33.54,28.28,24.08,35.53,32,19,10.45,-4
12.83,20.95,44,24,35,32,-7,67,30.99,20.13
58,61,18.68,-6.05,20.75,5,-12,9.04,23,49
7.91,25.97,76,-9.69,-16,29.07,27.52,-6.33,3.07,1.04
-14,15,36.54,21.69,0,14,-0.67,6.09,-6.53,33.96
-7.75,32,13,14.95,-9.96,28,2,49,17,7.65
72,-7.88,20,30.27,24,23.11,40,-14,75,26.07
5.93,-12,16.76,13.58,10.65,1.62,0.09,-17,37.24,-15
-14,32.23,53,9.43,9.1,-4.91,43,71,-5.9,-16
49,42,65,13,55,31,-6.66,19.75,46,26.17
48,37,17.54,7,14,9.19,34.18,29.41,21,37.75
-0.99,75,-14,57,-3.63,24.79,-14,18.18,33,60
22,28.42,51,-5.38,9.8,32.69,60,36.87,43,38.94
17,11.63,51,5.02,20.46,16.73,15,65,59,19
35,73,39.89,53,-7.48,-3.14,-8.35,11.81,3,-6
-3,39.27,27.28,-7.92,20,27.24,31,19,-15,-7.78
-5.36,35.88,24.71,19.36,32,-7.2,26,6.18,23,35.38
-8,-3.3,-4,30.55,4,-3.2,19,8.69,36.01,78
-6,-6,38,24,25,26,72,37,14.24,18
6,39.24,1,-5.35,23.3,55,36,-5.06,0,2.6
44,-7,28.02,9,14.25,42,53,33,19.87,77
5,36.13,38.36,7,13.44,3,46,-0.19,36,23.18
5.03,35.74,28,28.79,8.27,23.02,18.56,-0.96,-3.82,78
14.56,25.34,-4.66,6.9,-7,-8.14,3.87,29,34.72,31.4
3,50,-1.27,17.73,23,38,25.1,26,12.85,65
-1,5.66,12.5,27.39,34.98,-3.64,-8,30.01,39.86,-0.42
-10,-0.26,6,62,25.65,-17,21,26.29,-2.57,19.91
-8.26,7.48,33.26,77,-6,65,7.97,4,28,41
45,-12,-13,17.64,16,12.13,60,29,26,-14
29.41,14,18,11,42,39,78,-13,57,20
-1,21.24,13.52,-6,19.14,26,57,31.02,67,-18
35.65,71,24.94,-4.81,44,32.2,-3,49,53,33.4
24,-1.2,58,22,69,27.6,40,28,10.46,13.51
1.13,73,71,20.58,27.82,19,37,77,11.17,42
75,47,1.04,-11,20,72,38.23,-4.32,27,38.88
5.44,-10,59,31.9,17,-3.82,54,-5.81,40,-1.09
-7.98,78,-9,54,7,39.62,23,37.45,21,28.69
-6.55,24,17.29,63,21.89,14,0.4,-9,2,8.78
10.95,13,13.16,33,-20,50,24.13,-8.66,34.32,20.78
36,21,48,11,17.88,13.79,72,76,15.01,27.73
26.76,11,44,27.26,-0.28,12,34.01,13.09,7.91,-8.83
35.39,25,25,23.58,29,-15,-11,45,18.78,-19
54,11.43,32,15,18.84,11.38,21,8,8.4,73
1,37.97,52,28.79,26.54,5.21,75,75,26.26,1.98
17,48,41,8.84,-7.35,2,39,-2,23,11.38
46,-4,36,58,51,10,48,-1.11,33.79,26.51
0.05,30,18.96,-4.06,20,75,57,18.91,19.63,18.93
27,39,53,11.17,20.06,14.56,21,25,-1.66,24
75,29.16,-0.37,17.66,48,18.24,28,14,3.11,19.93
15.21,42,35.5,14.89,6.26,7.19,66,-18,43,23.1
10.9,22,61,3.1,-19,28.52,12,11.93,2.61,-7.89
-7,38,-1,54,0.01,-0.45,13,8,37.43,5
33.73,69,3,20,62,26.79,52,70,11.06,-14
3.62,18.36,-1.54,28.92,55,-1.04,-9.93,40,69,29.62
47,8,0.84,65,37,34.69,71,35.96,-7,5.33
20,28.61,-4,-10,32,24.46,9.29,31,61,-13
17,45,-16,-7,70,-7.41,15,0.19,18.31,-11
68,16.17,12.84,0,76,-3.29,33,-13,-7,-3.85
37.91,14.34,51,21.34,15.11,6,-7,54,13.31,42
39,29.03,4,29.19,-4.92,11.59,6.73,33.36,6.56,39.75
65,-3.77,3.08,14.66,9,58,58,34.08,31.97,39.2
5,12.85,3,8.09,8.67,-15,38.07,-15,-6,72
8,-0.64,42,17.79,-7.14,38.05,7.98,66,73,64
15.85,11.92,-1.55,27.66,71,4.89,39.39,2.69,71,31.91
43,26,-20,21.92,47,-2.53,75,24.13,-4.04,62
4.83,40,-6,11,2.77,-20,-0.56,8.91,14,5.03
15.2,6.35,-18,-7,31.37,35,13.68,32,31,12.53
-19,58,34.92,-8,71,-9,-17,6.87,25.88,7.69
37,10.38,0.24,34.26,37.76,11,36,30.64,0,-7.7
36.17,56,25.57,60,22,3,31.79,38.5,74,-3
59,22,31.24,24.95,38,-2.45,48,-17,-1.7,68
63,-0.33,77,4.63,-1,27,24,11,31.77,-3
16,-14,59,-9,-9.7,-18,7.73,6.09,-0.02,-7.55
0,57,3.04,47,26.24,34.54,3.35,46,-19,2.36
62,9.25,4,78,-3.43,42,5,66,35.65,24.08
28.3,58,14.68,43,23.29,-7.34,53,30.77,17.38,31.23
3,16,11.22,79,14.24,36,2.59,26.95,42,73
-10,27,10,9,79,4.93,25,23.74,4.41,41
7.59,49,25.02,38.61,17.99,3.56,24.28,35.08,53,-0.7
6.13,30.05,17.13,-6.78,70,36,31.82,12,38.35,11
30.73,48,-11,27.74,67,-7.33,11.36,-5.43,24.59,0
10.21,1.71,26,33,35,-8.73,-2.02,30,24.77,15.38
18.36,12.44,-20,34.3,64,0,14.08,-19,36.51,13
38.35,51,26.4,30.16,74,18.07,28,70,33.18,13.26
73,18.88,49,6.06,1.66,7.65,39,46,21,70
38,1.73,68,59,11,-9,-3.83,14.99,26.84,38
74,-4,66,6.56,-0.4,-4.07,15,16,4.54,-7
49,20.25,8.65,-14,8.77,49,-1,12.56,12.66,4.52
17.48,16,-2.09,75,7,28.89,30.11,19.91,14.37,70
17.28,70,35.37,33.77,-15,-15,20.75,-15,30.89,45
15.1,16,30.99,11.7,35,50,29.95,53,32.69,-6.64
13,33.22,-7.39,12.3,-8.35,23.14,8.8,44,63,29
16,9.18,-2.82,61,51,7,17.74,1.65,-4.07,37.18
-7.58,10.78,33,76,15,4.65,21,20.29,-16,38.55
37,11.13,12,75,73,57,47,51,30.46,67
13.36,-8,30,22.55,57,36.08,44,13,40,49
-5,27,62,23.46,-5,59,15.67,1.76,24.63,20.71
34,45,71,22,35.09,69,-9.84,11.9,23.76,-7
33.17,-19,28,27,5.89,8.84,33.07,32,-6.33,10.31
-9.48,-1.17,48,-7,45,31.31,-20,0.95,-3.14,34.09
-4.19,24.38,18.11,21.85,27,-6,25.37,-18,-6,-4.81
12.09,39,40,58,3.48,5.94,4.08,70,31.99,24
39.89,23.39,64,-1.27,25.3,-3,3.48,7.52,38.59,21.02
70,10,72,65,23.05,20,32,69,-7,-1.86
31.72,23.75,7,5,-12,43,-7.06,48,26.98,30.54
75,-1.58,-1.65,3,11,7,-1,16,20.42,7
74,7.5,47,-3.78,61,27.15,61,28,66,-3.05
19.89,13.46,38,37.59,-1.34,1.23,32,13.74,-2.56,-7.09
47,8.42,15.44,-15,14.6,-2.48,-18,16,31,-14
38.21,71,17.69,9.7,-8,10,38,18.84,-13,15.39
30.33,32.56,20.69,39,18,79,2.03,1.67,34,3.58
38.85,24.43,-8,15.11,34,5.34,4.51,10,-1,13.34
24.84,19.75,61,10.14,6,16.51,-5.08,44,8,25.72
34.39,27,-0.96,17.09,40,58,29,6.96,6,73
9,-9,1.65,66,0,24.1,33,31.75,26.85,25.44
32.33,7.56,11.17,8.52,56,17.38,-10,31.4,67,3.76
67,-9.37,60,9,34.79,24.15,33,2.31,60,2
23.36,27.25,9.98,-0.36,29,26,26.93,5,67,37.64
-13,9,47,7,41,-15,8.86,-9,-5,14
17.7,44,57,7,25.25,3.35,-15,-2.58,5,68
1.15,67,3.27,11.94,18.42,39.14,-16,-8,23.91,-18
48,62,29.91,9.67,-5,-7,12,36,49,37.32
37,-4.38,4.15,35,-5.03,-1,78,17.16,35.97,15.24
26.11,21.98,17,-3,10.18,25.04,65,13,1.88,37
5.1,38.91,20,-19,-0.91,29.26,-17,3,24,-15
-8.01,15,-15,1,16.93,35,30.74,-17,6,1.27
16,-9.51,-8.97,75,5.43,45,8.05,3,-17,13.16
1,39.66,59,21.76,13.36,-11,9,-11,-0.14,78
47,3.76,32.51,15.7,-6,-20,17.12,19.63,18.62,60
6.18,64,-5,30.61,21.2,27.45,28.4,-3,56,10
56,55,19,30,77,-17,-4.62,6,13.74,10.65
29,18.19,14,76,27,6.25,-5.22,9.96,18.83,4
64,-0.14,35.18,35,58,21.84,33.05,-0.75,13.92,7
67,-7,29,6.45,38.09,-0.74,35.7,39.26,71,5.59
15.53,12.24,11.98,-3.34,15,22.81,53,30.91,61,8.28
-4.76,-3.37,-7,-6.17,37,6.89,40,23.5,18.14,23.05
57,-8,22.47,13.68,64,-13,21.84,16,-7.85,67
6,-5,25.47,1.96,-8.79,-1.09,0.99,-1.31,10.35,69
-17,65,51,12.45,57,32.68,37.24,0.15,73,64
66,-13,47,44,17,66,37,-6.67,-19,-6
8,-17,16,10.14,0.46,34.55,62,15.94,79,19.39
-8.7,49,34.57,-8.94,7.76,15.01,37,14.92,37.34,32.93
-2.78,24,56,22,3.65,-6,56,34.84,18.81,30.31
30,6.33,37.39,25.16,18.59,68,23.22,74,29.19,18.55
37,-19,56,-8,53,37,37,33,24.04,-1.06
17.68,-15,63,61,45,0.09,-6,-3.57,16.67,49
7.82,23.2,7,25.36,14.64,-9,0.81,24,67,32.37
29,75,42,11,53,32.87,26.12,28.36,2,29.77
0.12,67,-7.99,31.22,25.38,-4,6.47,8.66,-6.82,-19
26.47,68,47,31.8,-8.74,-7,-7,57,27,33.35
35,16.24,76,11.1,2.15,12.65,-2.1,59,6.38,69
36.01,58,70,-1.58,18.3,20,34.24,-6.23,-8.62,5.4
28.46,24.44,5.47,36.18,17.43,-5.77,37.63,38.55,-5,-13
37,14,26,20.35,-18,-2.98,-8.96,30.92,8.95,-20
14.52,14,8.82,33.57,15.4,37,13.95,-10,-1.09,2.35
33.32,68,28.15,6.76,53,6,73,49,9.97,15.75
15,55,27,28.11,-3.63,36.9,27.59,28.7,3.89,15.66
64,37.59,33,14.82,29.67,3.63,34.68,16.01,68,-13
5,19.62,-0.44,23.85,42,-8.16,-0.16,15.49,-1.81,-11
-7,4.92,50,13,13.4,28.89,59,-6.77,-8.76,-5.5
38,60,2.86,14.94,-2.69,65,5.71,10,-11,20.07
25.94,-14,54,69,65,-8.44,36.09,64,74,12.02
20.62,37,9,-4.28,2,5.95,11.96,19,55,65
26.86,-9,-8,39.2,7,-5.8,32.76,14.83,11.99,-4.74
37.06,54,25.83,35,32.76,6.02,30,0.71,-6.78,7.3
54,-3,23,68,14.04,27.96,11,79,47,49
38.6,19,68,21.21,13.48,25,62,33.04,-1.1,52
56,55,-2,-9.24,38,24,9.75,15.9,58,42
17.38,74,39,24.41,6,35.3,34,59,27,-0.06
9.27,-1.7,28.92,21,27.67,30,76,-4.86,36.58,15
20.97,51,69,-17,27,72,76,33,3.7,8.96
2.76,-7,77,18,-3,32.78,21,39,-13,16.19
31,22.14,28,23.71,57,0.35,33.5,27.58,7,10
-7,38,63,-8.56,7.03,5,31.13,58,67,24
59,19.57,73,11.92,-5.5,27.37,0,22.98,71,-5.49
20.45,-13,-4.3,-5.47,36,35.67,-2,75,7,-0.37
23.94,27.06,14,-14,44,7.77,13.44,13,24,-18
9,8.74,-6.18,15.87,3.87,6.19,10.35,34.16,0.99,15.07
20.27,-12,19,47,39.29,25.2,79,17,53,-6.41
54,31,0,23.29,51,7.04,-1.85,35.25,42,-7.63
73,60,21.87,-16,72,25,36.27,49,-3,-20
25.16,40,33.03,-4,68,-0.89,-8.91,20.89,45,4.16
71,74,13,-4.19,18.85,14.18,35.7,23.28,79,-0.41
22.8,23,-0.33,5.05,-7,55,5,32,30.65,76
1.91,34.68,15.61,64,41,1,29,44,3.71,11.31
-9,-2,61,16.53,13.42,36.6,8.85,9.51,63,23.03
17.42,-20,9.89,3.44,9,42,54,5.54,3.75,-1.28
5,20.04,-17,5,13.27,23.49,3,35.88,12,0
63,22.19,71,6,9.35,25.13,10.39,39,61,5.52
34,4.9,31.48,39.08,6.32,42,6.51,-17,58,70
-1.8,6.82,25.67,-3.72,69,16.34,71,70,-18,3.6
53,18,22.26,15.59,62,6,9.36,39.28,55,56
32,69,5,10,-16,31.4,24.79,70,20.07,36.78
-14,20.31,-17,32.27,-1,9,13,12,29.21,66
-2.74,9,39.6,3,41,8,75,-20,33,20.83
27.11,-6.22,33,7,30.6,37,22,65,15.35,-6.63
41,78,42,-8.53,26,61,2.22,68,-3.49,37.26
6,13.31,23.57,-4,-6,32,5.55,75,-10,11.9
12.8,-19,59,-4.36,28.99,54,35,-3,15.3,27
44,18.87,0,-13,37.85,-8,19,25.17,10.71,54
24.3,-5.04,23.42,57,10.19,15,-7.4,-3,24,5
59,-6.36,25,56,29.6,6.46,22,31.22,44,-6.23
1.51,79,22,-4,16.08,31.2,21,3,77,19.61
38,26.59,13,40,-6,13,70,26,23.3,4.03
27.75,23,13.31,74,10,39.09,37.5,21,13.35,6.92
52,71,76,13.28,24,10.66,-8.98,41,68,61
27.43,12.42,18.45,65,33.83,20.21,31,17.57,14,-1
32.63,9.61,5.19,56,20,43,-0.07,4.76,17.96,34.04
-5.93,71,10.95,20.06,30.02,36.28,35,10.18,-15,79
14.32,14,37.36,3.78,3.33,31.59,-8.91,6.16,43,42
-4,-7.3,-5,-16,-0.29,78,75,27.03,2,30
-9.38,46,23.92,33.5,8.26,5,13,9,-6.04,8.29
-6,25.82,-17,23.8,78,43,48,28,-5.58,30
39.94,22.51,14.58,12.63,13,65,49,-3,61,-7.58
-0.61,4.14,28.96,11.63,25.07,31.58,55,27.21,8.77,61
17,36.4,-5.16,54,-7.86,13.1,3.27,17,-7.18,-0.65
3,25.67,-3.57,21.44,-8.92,45,36.76,8.88,72,55
10,-6,19,19,26,-9.79,30.77,43,17,38
33.95,18.81,42,10,-17,15.92,49,37.84,27.88,-0.91
18.06,39.31,15.51,-7.22,14,36.35,15.24,-13,18,9.06
38.04,-1,33,23.8,63,13,39.73,48,52,22.19
55,-7.36,-10,15.22,27.24,7.56,-9.93,-12,29.45,18.09
62,58,14.77,52,8.48,17.89,10.02,27.45,21.97,-20
-13,40,-6.71,38,17.58,-0.22,50,13,34.64,3.19
30,69,74,-8,-2,4.22,16.56,33,19,-12
18,0.77,-11,30.86,66,28.36,3,11,28.21,34.53
23.98,47,-9.4,-4.73,59,30,28.07,36.06,44,-4.05
18,65,47,12.8,70,3.06,16.96,13.09,-8.04,79
8,60,30.98,18.5,26.75,16.68,15.82,73,12,7
0.94,3.93,28,45,52,36,-9,35,6.74,0
49,-5.95,-4.79,39.14,-13,43,48,53,15,25.67
5,9,-18,30.84,17,16.32,12.24,22.74,4,6.67
31.9,17.32,32.29,-13,25.91,-5,23,58,46,24
11,26.08,45,4.53,35,28.33,32.18,3.69,9.42,9
-8,70,-10,18,17.03,65,5.85,8,49,-5.35
10.11,0,55,41,-3.08,29,40,32,36.98,22.71
21,-1.08,-18,10,15,32,7.86,-0.11,-5,-19
1.02,32.91,-8,14.56,35,21,31,27,10,8.18
47,-18,-15,29,35,38,44,39.24,22.85,21
31.5,77,10,21,-3.83,-2,52,20.18,20.49,29
17.98,23.23,-1.12,-4.47,22,78,21,3.39,62,15.87
64,25.15,48,-2.04,18,13,-16,59,43,30.35
32.2,-2.82,6.21,30,36.43,31.9,53,10,25.12,-1
15,62,19.34,34.87,9.8,0,22,11.1,25.2,6.58
-7.36,32,12,12,74,37,70,8.57,56,7.57
63,0,20.73,-8,-7.38,60,25,31.51,20,-6
6.85,13.64,11.24,14,45,25.31,29.47,31.23,40,22.5
1,-9,-1,32.56,-2.32,43,28.34,7.26,-20,0
13.92,17.99,18,36.51,7.3,-0.22,69,-1.61,26.57,13
29.77,17.83,59,-10,6.44,-14,36.59,31.13,6.41,3.52
34.31,13.08,-11,17.89,18.93,-5.15,15.39,52,11,-4.92
63,-6,29.52,25.68,26.77,37.38,25.71,45,6,-11
6.72,79,32,25,5.38,17.18,22.53,33,-10,58
4.12,6.84,25,30.04,18.64,7.96,39,4,25.53,45
36,26.27,45,10.58,2,7.57,30,-9.57,-13,18.19
-13,31,72,22.65,49,48,47,24.59,-4,46
2.15,16,14.38,-15,34.8,75,19,16.61,27.3,-4.07
-6.69,-7.18,-15,-9.96,-18,9.85,-16,51,-0.46,-9
-5,33.91,-8.86,28.97,20,23.22,76,24.81,-9.73,15.94
9.18,0,3.84,-3,36,77,41,35.7,31.86,-20
27,47,-8.65,4.29,-1,17.86,39,-17,-13,-19
26,29.39,49,16,-19,-0.32,-20,7,21,11.31
4.95,23.42,-1,-7,20,25.98,72,-1,27.34,57
-11,11.62,36,58,37.84,-1.15,43,18,-9,5
10.84,-0.3,-4.31,-10,-6.4,3,26,22.04,35.07,60
43,-4.08,24.63,5.2,-7.97,-7.18,65,-2.68,15.98,30.29
23,38.82,20.53,-9.98,42,43,25.94,54,-1.43,1.56
-7,26.12,0,18,29,-19,38.52,-4,6.56,18
10,-9.51,50,21.43,31.12,32,56,30,57,63
74,61,2.59,63,70,1.39,0,0.68,6.77,17
9.95,9.85,1.08,-2.41,10.64,25.03,-5,20,17.61,21.23
-10,24.42,37,77,15.6,6,4,50,-13,12
30,21,23,25.35,65,29,29.5,31,-3.97,1.16
10.33,2.05,15.94,56,-13,8.02,32.44,8.69,31,-2.68
-5.91,-5,35.64,14.05,72,-6.51,-18,3.6,19.96,38
14,23,30.15,16.51,32.24,34.95,-15,6,13.5,13.27
-2,63,5.42,51,30,36.3,-17,54,20.72,-9
-3,-2,-5.04,30.64,39.78,33,-5.85,9,-8,14.72
-16,33,39.86,25.55,34.83,16,64,34.17,8,8.8
1.29,13.78,11,51,8.47,13.74,-15,34.37,8.2,1
16.64,26.25,57,16.17,56,53,27.61,8,-9.8,21.81
18,78,24.07,27.67,15,16.17,-8.26,-2.41,22.72,32
79,48,19.88,64,6,46,0.76,29.28,20.47,39.06
-15,-9.49,7.17,-5.52,68,0.96,3,14.57,2,58
28,-0.01,46,-7.8,-17,19.25,31,-17,17.02,1.12
38.13,-17,34,-3.36,79,30,55,-4,17,42
36.75,3.24,16.85,6.42,-1.29,25.94,0.97,29,-16,32.56
39.67,2.26,19.64,6,35.08,61,47,32,34.27,-19
4.64,58,54,72,31.05,27.97,24.93,6.71,-6,15.2
16,55,-9,50,39.18,31.07,9.66,73,42,-1.84
30.26,25.84,8,-8,-17,-10,-0.3,12.89,30,26
10,9.77,26,48,2,42,-1,-7,66,14.36
-2.81,40,7,36,8,68,-3.21,-17,2.91,-0.13
13.55,30.13,24.97,4.91,1.49,12.72,29.65,20,75,15.57
32,60,10.3,25.87,57,25.47,-6,32,37.19,28.4
12.47,28.83,4.76,9.56,29,68,31.34,22.1,20.77,42
9.24,-6.78,27.85,31.39,-6.05,10,8.71,-12,17.97,-3
26.29,9.4,65,17.26,53,38.94,38.22,-1,-7.9,-12
56,13,10.63,70,46,36,57,62,56,50
78,37.95,27.66,-1,30.53,65,32.4,1.13,-17,57
