13.89,-19.24,4.09,-3,31.64,130,92,60.55,47,-11.75,4,46.55,139,61,46.28,-8.79,100,64,91,67.08,25.6,-31,56,54.35,30.7
6.89,55.36,102,9.24,-18.04,147,16,124,55,79,-4,44.2,53,47.35,35,14,-19.79,49,-22.97,69,13,-24.46,61.26,53.72,27.81
-39,10,121,71.31,64.88,120,74.23,85,105,-17.66,24.83,-36,29,1,11,46.05,6.83,60,66.73,-10.08,57,11,46.83,14,16
146,148,-44,44.12,54,146,-34,51,119,56,-11.97,7,142,47.91,41.16,8.28,36.19,0.15,-1.7,-3.68,31.29,2.76,81,-42,24
101,-20.53,46,80,130,30,76,43.44,-15,8,105,142,37.24,16.72,63.11,-0.47,71.49,2,3,51,-45,44.67,56,92,-18
135,85,-12.56,-45,-5,57.42,-25,64.25,66,-13,29.28,106,-14,93,121,31.42,62,-13,125,-20.64,93,67.25,-30,37,-19
15.37,-40,13.6,72.37,55.19,137,73.14,82,29.44,46,-19.43,17,65.33,-20,62,-4.46,21,-4.04,-1,147,-3.76,90,6,-2.13,20
-19,65.98,4.81,40.69,56,41.85,-14.39,66.66,-28,-0.89,27,42.1,81,138,21.24,-11,-49,110,57,57.13,138,25,-19.96,84,-25
70.81,-19.02,55,1.5,148,8,2,-39,-17,-19.12,66.62,113,34,112,10.64,8,119,126,-38,43.21,-8.32,139,64,59.18,13.81
-33,27.71,85,68.87,137,4.18,53.25,-4.8,-27,22.73,47,5.19,26.84,-50,-4,38.2,35.86,-21.96,-47,-19.17,64.2,6.32,-19.96,98,74
147,-39,28,-13,-38,-11.72,35.93,65,18.27,-30,60.03,-40,92,-20.95,36.3,58.51,-5,-44,56.96,116,-24.13,63,44.07,34,143
32.96,-10.9,50.92,-23,73,97,-20,149,72,21,60.67,140,34.24,54.84,-48,149,31.96,-6,-39,14.98,32.34,74,127,141,56.59
-26,-6,131,20,48.67,-18,39.89,-36,-18.08,-6,9.27,21.78,105,3,43,-2.84,38,71,22,117,71,117,87,134,38.86
102,55,-32,104,-37,50.92,55.18,-22,-45,-4.81,78,20.98,-7.86,27.39,0,-4,70,112,-14.67,64.29,97,88,103,13.57,-2.29
123,80,53,115,-14.18,77,41.25,9.26,91,-8.56,41,-13,74.08,58.59,57.94,10,41.2,3,-20,25.31,144,82,-35,8.35,19.43
84,-12,57,29,45,-2.03,-16.84,4,74,-46,18.43,58.52,-1,44.72,90,7,101,39.72,61.06,-13.63,20.68,-14.33,44.93,65,101
53,143,16,131,135,125,71,64.79,36,-4.14,0,63.1,17,73.32,-47,100,69.34,64.62,102,72,60.84,103,16.84,63,-2.01
5.36,41.64,24.88,67,47.87,41.28,-12.16,65.79,147,-21.14,-19.14,44.83,52.14,83,57,82,64.5,-21,131,-1.5,-1,31.08,30.38,111,54.46
-24.48,32.14,83,42,71.03,48,10.87,122,-44,127,45,131,92,27.48,38,61,11.53,-6,76,113,142,24,10,19.2,47
62.92,53.9,13,20.04,52.88,34.3,83,-23,47,17.44,46,20,40.06,-19.23,63,-45,32,-24.18,-22.83,-7,60,49,-25,40,135
-46,71,89,25,93,67,39.72,60,-22,23,122,147,-44,44,-50,68,3.29,46.76,76,-38,8,-4,-17.76,39,90
-46,-27,-44,38.73,70.03,-12,6.36,149,120,50,-0.29,-36,-21.26,-22.65,-8.06,41,80,44.21,136,5,-25,36.53,-1.57,23.18,-24.16
-15.78,30.35,-18,88,-23,-9.31,70.23,35.08,109,61.8,29,-48,36,17.91,-41,132,-41,98,123,-24,67,36.34,0.03,15,71.61
1.8,97,-43,5,-18.33,52,71,9,-21,134,26,148,121,115,5,104,102,68,29,47,41,119,-25,4,5
28.99,37.71,39.22,39.39,-19.5,109,67.06,-22,42.44,147,16,24.43,112,124,72,-20,13.79,-8.42,35,58.11,117,130,-18.2,43,18
39.42,24,55,41,17.04,123,65.02,-29,-50,99,-3.91,56.67,144,94,63,87,11.75,76,35.67,114,28,81,147,120,-14.29
25.73,100,-24,41,33,-19.04,145,-46,16,41.09,-23.12,64.9,10,47.26,128,35.48,-17,120,41,116,50.67,-34,137,-45,66.87
146,-18.22,-3.26,72.51,-10.99,-20.65,53,58,125,44.28,97,10,50.73,-20,144,77,12.19,-18,-49,130,9.89,43.45,-35,81,65.67
145,11,53,37,-32,18,-15,-7,108,69.89,81,92,54.32,-21,80,97,-12.28,88,69,25.06,149,7.3,23,-23.14,0.5
13,119,138,40.14,93,-22,-24,-2.62,48.7,-11.24,-9.22,77,96,-32,107,0,87,17.54,-15,49,66.75,5.72,-4.04,89,-27
12,57,28.77,31,-8,118,10.17,113,85,-1,-26,29.03,-36,90,-28,33.37,-15.3,110,39,-13.31,6.6,28,-33,25.82,-7
103,5,-24,52,58.55,113,78,-7,11,29.17,52,-8,38.29,80,85,-48,120,44.31,-33,-25,-1.49,81,105,17.71,66
148,-4,43,125,3,66.28,25.16,126,39,102,-6.79,38.46,7.14,-15.78,21,47.96,59,30,0.72,-16.45,82,5,136,4.15,40.87
-7.67,-16.23,83,104,-10.43,37.99,12,51.51,-7,71.29,5.27,5.83,-31,10.34,-22,-26,-42,-25,-18.96,-23.35,-20,-2,48.43,-14.88,47.21
37.81,26,16,23.95,40.11,3.06,70,24.07,1,49,73.76,17.08,53,35.19,24.9,142,135,43.9,-13.99,73.73,51.2,63,52,-20,-25
36,-17.08,140,54.4,95,12.42,113,66.94,121,138,146,57.41,-12,137,34.9,143,28.41,59.46,36,-21.01,74,16.75,-2.8,112,35
28.8,13,19,1.9,66.07,8.6,125,-16,49.28,-18.08,47,57,8,47,47.7,1,126,-17,13.2,107,4.96,149,144,98,-6
108,10,-21.03,-21,-0.05,-48,-12,43.2,29,-20,25,21.16,10.51,92,16.42,22.18,15.41,29.57,108,-1.62,70,21.15,38.08,37.67,61
-42,59.91,-28,88,30,25,9.19,-28,-45,90,137,66,24,53.6,147,4.62,-12,-10.92,12.89,134,83,-12.91,62.35,22.01,-28
72.95,48.72,73,-21,22,96,6,81,-10,108,65.99,49.79,18,8.52,6,67,147,25,44,67.84,0.21,142,141,92,8
31,122,48,146,147,41,71,52.91,140,52.92,18.3,66,28,-18.91,39.6,9,-13.91,33.68,22.54,44.34,55.46,148,39.34,21.54,-46
53.62,-18,63.45,6.78,61.29,27.96,52.19,-48,72,-22.31,-0.26,72,-13,94,-45,-4,-39,25,143,45.29,-13.39,-23,24.5,-50,36
66.86,62.39,129,13.75,72.76,135,125,113,-7.92,138,26.75,53.58,18.77,24.31,28.06,42.06,-32,92,54,40.8,73.56,17,109,79,112
37.39,13.9,55.89,131,43,41,-11.24,136,2.38,12.47,6,-49,123,-21.15,68.65,69,87,46.14,0.85,5.53,116,28.58,119,25,38
122,69.9,75,6.11,39.41,23,6.33,12,50.67,141,25.1,62,-9.58,68.74,9.99,28.1,76,96,-18.44,103,24,29.22,148,149,-14
69.25,50.93,29.07,-1.74,73,40,68,25,131,-6,-8.92,78,58.87,123,114,8.3,-12,-3.71,117,28.94,47.8,148,-22.51,7,14
115,32,50.23,-4,147,104,52.82,131,75,41.82,65.43,5.55,72,18.65,62.33,1.59,-21.27,-22.6,-2,113,37.2,58.53,57.51,57.69,52
112,9.14,133,-4,92,69,-13,145,55.12,62.77,44,2,32.57,149,67.51,-19,88,-26,34,-16,-15.78,11.04,-27,91,53
64,21.59,-23,1.17,-12.27,19,7,59,5.69,4,93,135,-25,108,16,7.93,65,-41,51.43,67.24,131,37.41,-19.58,30.83,-35
3.38,144,2,51.13,44,71,52.8,32,33,71,67.39,96,41.35,48.37,97,37.66,33,-27,120,-16,-30,-7.64,53,-12.2,72
107,-22,117,36.79,65,-18.18,35,-16,86,39.96,49.49,64,43.82,91,-13.69,61.76,149,-8,-37,142,62.59,-28,66,-11.18,60.27
92,-19.89,-10,113,44,2,42,38.62,21,143,66.49,28,5.63,-23,30,52.71,-11.92,-6,-19,-0.03,67,64.14,47,61,72.59
0.51,28,67,63,69.28,119,38.33,26.36,21.13,-17.08,-18.7,56,140,-19,2.1,53.31,49.66,69,38,27,-48,53.53,11,119,38
57.03,102,16,38.88,147,4.99,30.8,-39,77,-18.15,21.46,30.96,1,-12.35,138,141,99,-31,107,135,111,24,58.46,-12.72,-8.18
132,21,-38,48,-40,31.89,138,9.09,13,39,149,-5,40.93,64.87,72.52,37,-23,-23.88,118,-8,121,-14.24,-23.81,92,135
101,-16.22,47.67,73,43,-34,34,74.44,58.88,10,22,114,139,49.84,139,-23,8.87,4,-8,32.12,-31,-1.55,-20.76,68.01,77
144,5.48,22,-21.67,67,9,79,-11,46,59.54,32,132,37.84,50,-22,92,-22.46,35,101,-24,-16,102,73.83,46.55,58
61,-21,-37,-14,63.86,90,61.73,50.16,131,26,-20.48,17,-40,70,9.43,-25,66.7,47.26,-50,40,135,16.06,-33,-31,28
-18,-27,67,95,19.16,-38,134,-36,19.88,63,59,-42,54.7,13.57,4.87,-44,126,-24.73,69.85,22,41,-49,74,103,122
48.93,35.87,-4.87,53.43,64.22,-43,2.46,-2.66,16.23,41,37,55.45,-9.61,15,122,-39,-5,-22.6,-30,25,40.68,12,26,29.5,-19.48
62.99,-28,-25,102,-24.18,-9,92,137,50,-7,20.82,-8.14,52.56,124,84,57,137,41,58.25,55.31,114,-4.72,42,6.66,102
46.64,51.44,80,-13.94,37.57,41,-33,102,44.45,36,18.63,40.38,7,83,123,46,33.77,47.38,122,-38,58,1,9.54,109,112
-39,39.83,60,19.5,57,42,66,61.52,68.48,-17,29.6,61,-24.93,45,64,-2.72,96,125,52.46,60.82,31.67,25.69,-21.71,56,-17
53.27,-5,29,52.23,134,3.75,-33,0,18.88,125,71,-31,4.11,65.28,144,48.62,90,-6,-6.95,53,-35,0,74.39,147,25
49.34,13.45,-29,101,35.03,-42,39,47,-24.86,24.06,60.97,114,-30,1,97,116,87,74,-26,19,34,-5.99,49.55,-2,-4
29.27,52.58,61,120,130,-12.7,102,139,66,39.01,118,78,-1.6,88,119,126,103,68,-42,27,-15.68,44.76,14.18,-5.9,66
138,35.7,-8.07,15,96,120,-21.74,44.74,47.76,53.46,63,81,125,-5,108,42,28,-4,-0.63,1,-35,117,31,103,65
62.14,22,16,6,-44,-7.53,71.59,46.48,94,15,11,88,9.97,148,21,50.62,22.09,-6.47,49,122,7.63,106,117,67,20
-20.93,58.01,90,-23,10.66,71,70,60,143,23,3,12.94,24.87,-47,81,21.35,-16.44,9.69,71,37.23,100,-18,45,-3.08,65
51,15.24,9,-17.71,62.22,62.49,143,50.09,2.64,-32,117,-39,51.29,1.65,52.71,16.46,-2.72,71.5,140,27.36,56,34.66,34.24,82,-32
-29,117,100,22,72,-26,-8.69,132,-3.92,1,69,138,134,126,99,106,120,147,18.71,24.12,17.06,74,97,125,16
25,34,143,4.22,66.93,-31,76,43.27,63.64,97,-18.02,-21.82,59,8.3,22,5,40.15,59,149,-44,71.41,18.05,38.1,26,17.53
39,29.64,-22,31.13,4,135,111,24.71,32,147,75,94,35,9.71,105,84,116,-14.39,34,-4.78,44.43,6.69,20.79,129,68
28.25,92,-6.3,120,-2,34.9,146,119,119,131,7.21,-4,51.2,65,82,-11,15.12,11.27,37,4.4,32.33,61,90,79,73.59
-15.1,51,13.44,-10,39.12,-43,1.67,-13,8,18,-35,-23.78,-44,-21.03,63.91,62.7,-2.9,73,123,96,33.93,38.42,108,46,3.05
8.38,-42,9.01,99,145,57.39,-9.48,39,-42,0.57,-36,75,90,54,-15.52,-20.33,-23,25,14.12,-6.51,50.15,72,95,5,34.79
65.2,40.13,117,45,-18,-20.89,31,46.93,62.92,96,33,18.27,6,130,129,1.72,91,-35,-10.87,136,12.39,90,95,-4.45,67.69
66.55,130,40.75,45,6,-19.86,103,-20,65.29,88,-17.61,62,45.89,6,144,38,57.2,120,97,122,15.61,-24,37,83,12
-14.57,33,121,16,73.18,38,34.07,-0.64,9.17,-11,59.26,35,51.56,14.41,-31,66.37,149,118,-3.15,58.47,52,33,16.43,-31,51
12,-4,38,91,25,-7,29,8,19,127,92,16.34,121,41,79,15.03,103,-34,82,90,105,56,59.88,7.17,-23.73
96,146,17.67,18.01,46,17.17,54.94,131,40.14,-3.55,86,-4,138,-27,5.15,139,110,54,-0.41,82,47.83,-4.04,28,-31,17.35
28.51,-18.71,67.78,47.54,56.84,69.23,-24,41.24,-12.24,67.74,130,5,14,30,7,65,-32,-34,50.98,31,-48,-1.55,8.22,47,86
66,75,-34,74,103,-12,50.54,72,126,-14.26,30.8,53.6,17.34,70,53.07,43,46.61,26,54.94,73,-24,56.15,42,1,-36
6.56,114,-41,147,-3.02,34,70.26,1,-24.69,-46,94,-16.79,1.14,-6,99,34,-36,2.43,-14,116,44.08,81,-36,71,-20
14.35,-37,0,-25,141,-7.12,-21.42,140,54.7,-20.59,38.54,-7,7,-4,-2,137,-18,149,134,59.09,36.81,138,85,54,29.31
60,-1,-17.65,3,-20.96,142,-10,-16.59,-7.81,138,76,146,109,7,109,53.83,127,99,56,-20,6.65,26.82,88,13.63,8.13
26.7,-8.72,133,51.65,143,35,-3.03,-31,20.32,23.06,103,81,22,43.57,28.82,-2,-23.57,67.65,-28,-4.63,65,18,-2.04,44,102
76,30,109,-19,97,-41,27,41.07,22.63,92,-31,9.75,147,-18.21,-21,89,44.16,102,68.12,127,30.53,60,37,136,20.97
-21.72,128,148,52,-7.66,61.64,112,34,-11,60.25,-1.66,32,57.96,93,-12.21,48,-34,86,79,92,74.53,113,-24.33,68,-29
46,108,80,57.11,135,29,1,60,72.25,-4.54,38.62,6.37,-4,61.03,124,-50,1,-11.11,29,79,65.28,66.71,18,-48,13.79
99,67,93,51,39.57,41.76,63,129,-4.61,30.48,116,4,23.77,74,37.57,73,53.49,0.75,76,115,5,65.49,16.07,35,49
23.61,-36,52.41,88,128,31.99,44,144,13.39,53,47.1,55.57,146,85,57,-38,54,20,-27,4,103,-4.23,102,35,74
7.15,56,20,61.17,84,-7.28,139,-16.67,-28,3.17,42,29,124,13.99,-40,147,53.36,39,66.95,50,12,51.93,145,31,35.46
118,141,-17.88,0.64,26.91,43.78,60.01,-21.25,-21.33,-0.35,0.29,-24.84,101,30.76,130,4.73,61.16,-46,45.58,10.42,121,-3,61.06,57.43,117
131,-21.15,49.71,41.07,-17,91,-9.09,91,100,29.54,136,53,-18,-20,10,140,59.24,-10.71,1.33,49.29,5,0.96,56,-9,35.22
116,14,119,85,80,94,81,109,9.41,49,107,47.73,54.2,-20,-5.49,2.32,58.81,-24.93,-18,-9,130,-44,5,131,-29
42,-19.51,89,-7.76,111,64,66,145,50,42.48,119,112,89,26,80,-19.46,128,33,98,-32,135,112,50,54,40.95
110,110,-4,18,63,-20.87,42,-36,55.36,73.54,39.9,33.06,67.86,47.23,57,4.14,17.87,23,-37,122,63.56,24,137,131,27.46
111,-19.02,140,33,88,100,81,6.44,11,30,8.56,-6,25.31,-1,79,-42,-10.63,-1,143,99,63,3.7,142,49,88
11.1,9,-1,128,-14,-4.66,29.92,41.57,-13.11,27.76,46.54,-23.46,139,94,75,95,37.66,90,24,108,-8.49,75,-2,-38,29.37
96,48,131,69.71,80,21.18,73.56,67.98,53.93,51,7.86,60.28,20.63,41.99,138,69.09,120,144,61,129,-18.36,18,138,-15,55.37
11,-5,-14.86,94,-12,109,96,77,45.77,66,55,72.89,44.92,-42,-19.33,97,6,140,73,43.39,29.23,63,69,92,8
49,-48,64,131,-46,-12,-18.94,-4.2,36,-31,64.17,8.53,61,115,97,-11,81,-24,-10,-0.17,32,78,125,59,-23
56,-1,131,59,36.32,59,40.85,53,13,-21,-28,-5,55.42,67.96,-34,-20.4,33,121,12.04,89,39,49.87,69,-33,131
119,-24.72,127,133,50.95,117,-19,55.58,46.07,134,115,6.77,-3.62,41.29,-7,95,-21.04,86,40.38,121,79,118,-13,14.27,16
-16.98,55.06,143,119,3.47,-2.96,45.04,31.52,42,4,56.27,115,63,123,41.85,28.13,18.55,74.43,26,48,87,-6,70,66,113
-5.19,64,50.47,147,37.85,139,25,73,-37,126,18.89,84,23.36,114,-4.39,3,-8.17,42.85,81,52,108,12.05,-23.3,-27,140
60,1,66.39,113,60.47,27.58,83,108,24.8,125,-2,-41,49.96,61.09,52.42,103,-14,117,60,71,-5.25,41,37.39,111,98
14.98,107,92,68.55,-41,-21.97,1,36.1,74.74,56.02,125,32.19,27.4,-34,86,69.89,-1.45,53.55,142,142,-24.11,113,32,-8.8,36
9,-46,68,141,-4,30,22.24,8.63,-23.22,18.11,-27,63.92,117,2,7,100,108,43,38.62,-20,28,90,7.07,-39,145
45.16,64.91,143,11.13,62,56,-14.37,61.28,42,12,126,54.19,-9,39.98,-33,42,19.03,29.67,141,63.78,17.93,111,-10.88,81,-47
-7.27,62.98,86,-50,-35,44,53,47,25.69,82,-21,-29,61,19,148,31.7,82,39,115,62,132,37.39,68,29.72,-11
-6,9.05,25,38,61.7,3,-45,35.8,18,9,114,52.19,65,72,136,131,1.77,129,125,126,-9.07,71.7,26.3,121,51.08
-18.4,71,-14.61,113,13.1,-9,96,132,34.6,-8.94,64.79,30.95,12,26,23,9.24,59.73,-46,145,59.83,83,6,7.06,83,77
27.22,25,-3.4,-18.13,31,6,29,-15,124,76,105,6.59,64.84,-22.69,73,108,-6.93,-22,30,7.88,27,37.47,2.36,75,20.36
68.57,120,-38,99,-5.36,-31,65.06,116,-0.2,73.52,38,26,-13,27.64,81,52.42,31,146,107,69,65.4,15.76,-11.27,50,26
2.34,59.45,19,19.77,93,27.07,60,15,-36,132,36,-10.9,-7,28,-36,-21.5,29.25,41,-42,94,74,-2.65,29.79,130,-8
50,17,18.73,-32,-21.38,94,31,51,123,40,-43,18,-42,88,30,58.13,5.74,24,72,-21.12,50.97,-17.63,128,85,2.75
14,78,24.52,-42,132,32,18.17,94,130,36,21.46,-16.11,29.76,-25,-18,123,132,-23.74,93,18.09,12.5,-31,-21,129,-18
-5.42,29,49,26.98,59,-43,34.53,-19.08,111,85,49,0.2,45.85,86,59.74,26.36,10,-8.29,47,21.87,35.33,-47,11.96,-3.31,71.15
147,6,74,72,96,55.27,136,16,40.8,-13.76,85,58.44,-17,45.85,85,7,3.19,149,-20,-18.16,-28,-32,40,57.31,27.24
-14.3,58.2,31.01,109,0.46,18,51.3,43,-40,-3,40.06,8.38,97,-7,138,139,95,82,75,12,102,-4,37.25,-19.05,24.61
70,59.83,51.18,10,49,26.05,23,17.37,8.2,40,52.15,-4,-20,-17.22,-11,148,18.12,95,50.01,-0.69,108,67,-40,-43,53
121,140,32.9,50,102,-12.9,-22.48,67.96,-47,129,8.23,58.42,27,32.68,5,100,19,-22,43.25,108,25.26,11.91,55,48.3,-48
2.83,55.89,107,-22.66,146,91,-2,29.21,55,119,113,73,60,16,24,59.05,70.5,64.76,43.5,34.47,-1,10,-9.02,99,-19
33.37,140,24,-33,99,42,16.19,50,25,26.59,33.86,17.6,-14.93,-6,15,87,12,34,1.22,-26,36.47,9,60.26,81,-17.7
80,-20.35,44.81,-23,59.43,137,132,104,4.46,128,93,37.34,-24.65,31,13,-10,-2.02,77,31,143,-47,58.56,-12.9,38.12,104
-35,-42,-14.8,53,51.93,-30,-5.51,134,40.86,60,43,145,126,20,66.89,-7.66,122,89,71.99,22.34,69,-12.43,62.1,86,46
-12.25,43.95,130,42.18,60,6.2,20,56,53,-15.48,59.91,18,39.81,-34,78,-38,130,81,5,39,33.71,26,101,47,50.86
31.89,47.98,5,39,-23,58,6.62,80,108,73.62,45.22,-5,95,-5,23,115,127,20,-11.54,-24.31,-9,37,-27,-16,-22
-7,-44,8,-10,72.28,99,130,21,19,21,68.44,123,25.87,36.14,123,-8.59,17.08,16,78,34.53,79,86,126,1.52,74.57
84,38,-11,-38,-47,66.5,9,55.01,-41,-15,53,103,-12,-16.25,-35,67.59,-10.25,40,-29,-22.92,-24.56,74,40,40.69,-13.5
-3.14,-10,80,81,108,82,143,46.07,77,93,143,8.13,-41,-47,63.63,-32,109,39.88,79,7.04,29,20,54.57,-5,41.42
27,132,134,23,103,23,7.72,-41,56,113,50,121,-7,116,72,1.51,11.88,125,46.67,61.91,2,65,-24,17.62,127
4,-7,83,66.66,11.87,6,-1.83,4.62,87,-10,46.6,141,79,0.41,61,5.16,-20.35,53.69,140,149,-24,30,20,61.4,-28
69.3,57.27,-24,47.46,47,53.27,-2,22,-40,43.37,92,42,115,56.48,-13.07,60,16.65,-22.44,41.57,-32,37.48,-48,3.32,66.82,-44
-19.11,62,-29,-45,68,130,34.87,6,32.94,27,-2.57,-2,29.62,74,29,1,59,31,103,64.98,125,-9,47,89,106
21.67,-31,-25,104,90,-1,59.47,-46,-23.56,139,123,-50,13,33,-35,60,142,54.11,50.63,-5.67,-12.54,70,114,-32,14.32
34.84,44.29,15.64,-39,44,32,100,49.91,-21.61,58.74,-12,2,67,41,74,27.51,103,145,135,35,97,70.32,35.6,13.9,111
-22,68,-6,59.06,127,62,-8.47,44.16,22,83,74,37.64,60,149,70,30,-16,51,106,79,56.97,52.46,2,146,-12.46
4.61,57,56,149,135,49.53,135,133,-15.61,-9.11,32,74.62,-12.34,21.88,19,-21.55,0,70.46,-25,-2.53,128,-0.05,47,27,-13.45
-31,48,49.75,28.69,18,141,40.62,96,-49,120,57.47,18.65,-41,13,35,6,148,136,69.07,25.53,58.08,70.8,61.9,48,76
52.9,36.74,67.03,116,91,-17,96,30,-21.79,-7.87,-47,8,97,-5,-9.85,35,127,73.85,-12.76,108,29.96,133,71,89,-34
73.46,125,-17,71,-19.45,59.79,36,-34,71,69,22.64,57.51,56.62,23,27.9,-33,46,144,-7,42.25,65.86,-8,44,125,-6.89
37,-23.81,42.17,68.15,-9,70,78,61.65,134,16.97,33.56,-6,10,43.55,98,22.92,28,5.35,130,-8.55,118,48,34.56,55.49,-8.95
142,69,-19,25.15,137,-23.95,13,35.73,41,38.95,43,35.43,-6,112,79,26,64.6,66.94,-14,115,59,-4.63,-12.31,20,127
44,-36,116,149,-38,-46,-9.71,-19.58,105,-13,13.93,-11.98,14.6,-16.14,49.83,27.9,-7.39,-2,145,74,56.4,3,124,13,-25
65.53,-15.01,10.22,4,-21.57,-8.25,63,56.22,6,129,-25,35.38,-19.84,-10,53.11,87,21,-50,79,103,35,-24,74,67.63,54
5.69,2,-7.03,111,-50,-45,16.55,21,28.85,-28,115,70,-23.15,-10.34,57,-27,57,71.55,65.91,4,6.21,124,20.35,-11.51,76
30.77,20,-10,147,-35,132,-6.4,-18.03,-10,3.68,82,30,-39,66,125,70.55,127,128,86,105,69.79,48.13,-46,36.11,-16.81
12,6,37.89,87,21.95,33.41,7.78,68.85,107,-5,-24.06,67,72.11,39,55.24,113,-24.4,92,0,61.22,124,74,18.98,-22,7
5.4,13.23,-29,-4.07,46,-19,-12.35,69,-37,-11.85,3.21,28.37,38.9,68,55.35,102,58.51,12.68,50,14,-6,20.26,-21.55,-11,6.94
37,-45,-0.14,51,27.85,-16,-11,87,99,-6.27,73,35,-32,145,-29,78,139,111,67.28,4.56,-7.58,47,66,58,-2.12
73.85,35.78,37,-24,-40,114,-29,62,31,-3,14,40.32,43,32.06,86,-34,106,24,-49,62,2.42,63.2,-15,6,58.22
17.8,10,23,69,24,31.35,-21.31,-6.12,-45,89,-11,-11.07,27.11,-25,3,-30,15.9,49,34.57,-9,14,84,8,42.56,-11
17.22,64.55,51.19,41,63,38.72,17,34,74.4,145,50.78,28,59.49,-25,45.35,-5.01,-50,67.33,40,-2.44,42.78,8.56,-11.76,13.83,92
1,108,25,-18.49,-20.98,22.91,29.39,19.43,34.77,112,128,130,17,59.69,24.15,76,-6.16,57.26,-24,-16,61,-0.14,17,88,45.19
145,-4,73.29,-31,18,56.51,-11.75,79,-47,129,16.48,148,137,28,-10.74,68.15,-2,47,3.09,57.02,54,137,74.59,-11.83,101
-8.33,-36,129,58,-49,138,-11.28,-0.85,36.4,-15,32.64,34,81,60,48.76,-17.03,44,64.61,-12,25,125,-48,63.61,-4,144
73.62,6,5.77,3,4.15,-17,102,63.83,17,73.94,126,-42,56.02,37.02,5,-19.64,45,112,125,93,70,29,29,-45,-5
44.31,-1.52,9,37,20,22,54.78,117,42.78,-9.36,51.48,102,20,124,81,-21,41.67,120,20,-47,19,87,-7.24,-4,41
