49.65,-24.39,100,120,48.61,-43,-11.91,49,15.3,-26
-1,112,-29,54.07,102,24,82,-25,61,29.34
10.12,14.69,24.55,44.61,52,-46,9.22,70.52,98,6.15
68.14,141,26,100,24.07,-19.27,80,70,-19.08,-26
13.65,-15,53,22.38,35.53,11,-16,11,-17.83,110
-6,-1,6,30.55,48,53.91,47.62,-44,44.84,-34
27,120,25,34.29,51.53,59.71,28,-41,40.12,147
-8,-37,-1,-22.02,22,-19.51,-45,-35,3,-48
32,96,41.52,33,-6,46,75,-1,20.3,-13.9
-23,79,-8.6,33.78,35,38,-27,-2,124,92
115,-2.8,36,36,41.09,30,21.89,13.49,-34,-20.94
32.92,25,-45,29.04,16,120,129,31,1,21.15
94,20.09,6.87,17.76,22.1,148,36.17,35,58.69,85
7.22,12.55,70,30.78,99,4,-1,-1,-0.16,13.04
-30,33.82,-13,-29,35.32,64,-2.53,-24,102,11.24
-9,61.87,11.94,127,-31,-17.15,99,55,16,102
11.82,47.91,47,132,-27,85,6,48.38,45.75,63
5.63,5.22,34.18,-11.94,-7.67,124,58.11,38,73.02,44
21,130,-18,-21.61,7.23,-5,52.56,27,54,-1.09
-20.66,11.98,23,43.52,101,24,63,-5.44,-35,147
45.03,127,53.74,100,7.13,30.71,136,57,-20,61.06
38.68,46,36.55,-21,118,51.23,72.75,-9.23,129,96
36,-14,62.33,49.02,40,40.07,52.3,4,35.02,35
134,60.29,-23.12,-2,144,-35,53.93,-12,9.29,146
38,31.44,6,18.87,-4.1,-18,40,44,100,39
49,68.56,130,-37,58.08,-5.82,147,62.19,121,69.25
145,120,106,20.36,-28,-3.35,66,42.25,124,2
-13.29,42,134,35.17,2.34,-32,111,27.03,61.6,111
103,-1.54,49.78,69.55,22.74,21,-8,-14.88,16,28.41
95,62.38,-30,53.79,-47,35.25,-16.79,63,7,7
-17,44,46,87,28,-21,55,55.48,120,141
62,6,20.03,122,57.42,115,41,-17,19,-13
46,110,66.43,-7.64,47.11,0.32,13,63.12,92,57.1
132,147,11,116,111,58.92,-21,7.86,-30,9.72
33.89,16,62.13,21.6,-14.64,-18.48,64.77,25,4.64,38.45
62.06,-7.61,-9,-18.38,56.77,136,35.09,20,-45,-10.23
-2.98,41,-17,36.11,149,69.95,32.64,-2.64,-28,28.72
51.5,27.81,113,51.21,90,-50,29,-11,-46,-42
65.59,144,-38,-46,18.28,24,-18.77,25.73,-5.98,62
19.97,71.68,46.17,108,-13.55,-3,25,30,57.42,28
-35,104,147,63,114,-3,114,22.94,89,25
62.66,115,24.84,83,11.2,34,-1.91,63.89,-2.74,56
-45,116,19,-43,27,94,114,107,52,34
123,6.02,21.31,39,27,131,70.82,43.27,-35,68
-10,13,-36,-22,-46,43,81,-10,-18.11,93
26.67,-17.05,-4,-12,42,30,139,-4.13,22.61,47
127,-8.61,45,63,82,114,63,6.16,-14,-8
33,43,67.58,49,101,-16.73,81,38.17,72.09,69
26.73,54.24,130,-11.51,-23,-1.64,125,-22,44,6
-26,135,53,60.77,-10,98,141,5,72,37.75
28.55,96,-18.33,11.59,32.53,30,19,-24,4,94
68.98,149,14.66,93,11.47,38.65,64.36,-34,-47,-12
140,71,20,-19.9,96,56,42,31.8,-2,29
79,7.93,107,-27,4,134,54.73,74.93,61.89,-39
-41,6,10.08,53,-7.82,34,126,-2.79,88,-35
24.96,7.93,51.32,-33,9,-24.73,-11,113,55.77,6.1
31,-17,74.97,50.84,139,2.44,-1.15,45,58,127
12.77,30,74,80,66,115,146,44,63.67,-44
21.05,53,-25,54,-42,82,10,12,64.1,-44
35.63,-17.21,-4,-36,26,135,68.61,-32,79,56
147,-15.54,1.91,-7,55.1,2,82,17.44,-11.74,12.12
-38,31.14,-36,1.38,140,34.7,68.15,-17,6,-25
-19.92,16.33,33.79,-32,125,-23,51.98,65,50.35,118
146,57.23,41.93,72.26,62.35,121,135,138,120,12
73.2,-39,46.43,118,13,43.14,116,51,5.02,118
-37,52,57.68,32,68,11.9,17.65,51.79,55.82,114
50.6,99,-15,43,96,126,-3.62,116,-0.44,149
103,-39,92,-26,-1,66.69,62.26,-18.43,73,-8
128,12,58.53,135,49,31.73,14.39,1,70.77,139
39.59,-38,25,30,17.82,133,-40,68.93,46,126
130,54,-19,-44,57.26,116,48,32,17.1,37.55
90,-19,-49,53,30.44,52,7.08,64.01,22.28,-37
8,29.84,57,16,-23.95,67,124,55.5,69,69
-24,42,134,-23.74,-18.15,81,37,57,111,20.73
1.63,28.41,61,21.08,-11,58,22,23.45,70,-28
73.36,29.44,19,-8,-36,100,68.47,99,-41,110
123,33,-13,-45,2.89,-11.91,49.3,101,1.17,59.37
81,60.13,-41,15,7,-36,13,8.78,49.59,-2.17
-21,54.13,17,34.53,93,8.2,-24,136,12.66,45
140,71.13,14.86,-21.79,37.17,55.84,53.52,59.05,85,33
10,7,92,33,22.87,-23.58,-15.45,-3.7,-21.57,29
-41,74,12.74,-49,-48,127,22,-46,65.01,53
-9,126,-8.48,131,110,64.23,-29,-17,70.51,26
97,-50,72.23,120,73.51,92,62.97,18,-46,119
2.14,34,30,60,105,3,-28,-0.26,19.06,63
1.57,108,45.69,23,25.47,-46,98,4,-17.81,3.65
-10,4.36,53,62.43,63.88,1.86,100,-16.22,127,58.98
37.03,3,7.55,33.88,29,25,111,-44,-10.05,142
0.17,63,136,26.16,46,71,25.54,49.84,69.43,9
31,-18,24.44,5,66,17.89,23,57.92,29.41,-20
117,19.39,126,-5.05,86,37,10,21,26.57,47.49
126,57.7,-28,94,40.79,-14.35,-38,21.36,50.48,106
46,148,49,147,142,123,23.42,115,55,-27
148,-11.85,5.07,100,12.27,70,-47,-23,-38,129
-24,-6.3,-10,-21,-37,24,64,-6,62,22
-8.39,57,46.71,115,65,133,53.16,41.84,46.09,35.53
65,144,-10,114,19,80,-34,63,116,28.61
-14.84,115,125,18,24.24,60.74,32.03,11,-10.87,-13.99
93,53,-23,-13,62,72,64,143,21.13,-16
25,113,-15,99,138,43.53,23.16,70.7,74.17,109
-12,11.35,12.13,69.2,114,36.84,55,20,-4.52,99
51.51,6,123,43.65,38,41,43.34,104,85,-1.91
48.41,65,11.49,52,68,31.37,13,54.56,126,-20
44.37,-1.42,4.16,68.51,0,30.98,48.96,43.77,63.52,18
-12,128,-9,50,99,58,143,110,76,16
23.92,29,-46,95,38,84,28.92,62.54,-15.92,-13.71
92,31.2,118,43.08,2.84,3,39.32,54.61,97,-15
72.68,96,2.46,72.89,-6,16.02,-38,1.78,-21.97,-2
3.99,-12.18,31,33,63.51,54,97,-24.16,-46,-37
23,1.1,26,56.46,116,32,53,116,49.06,118
102,137,12.15,-15.05,141,23.9,98,58.69,-20.66,90
-24.88,18,59,3.26,55,83,-25,30,56.02,27
119,25.59,-4,89,0,-4,65,13.24,44,31
141,64.97,5,39,6.03,64.27,49.27,86,52.32,53
40.6,33,127,62,145,-11.86,31,-24,71,67.12
74.85,30,40.54,13.79,47.81,27.03,63,-20.57,21.33,-20.19
54,43,20,17.28,-6.15,146,113,102,22.07,43.08
21.84,25,23.47,56,-21.86,38,-30,64.74,27.96,38
22,31,36.17,-0.35,80,123,120,-44,31.91,147
71.55,42.29,146,58,-3.91,-7.29,-22.28,27.77,66,55.97
18.99,27,23.72,63.22,74.85,132,8.65,51.26,40.54,-4.56
73,-19,127,67.33,138,125,32.15,64,79,26
61.54,-16.08,28.34,134,141,-29,55.6,34,-9,30.77
110,36,33,-4,124,124,26,39,5.31,14.14
33,-19.61,16.14,53,28.1,148,29,67.61,19.82,41.47
-1.84,60,6.82,10,11.38,106,130,63.88,-49,57
48.94,28.09,-38,51,46,8,129,76,44,104
-15.85,113,-3.84,93,-35,91,-15.5,-38,52.01,-47
-50,76,-7,3.25,27,-23.98,5.49,-24.59,-8,-43
141,-16.2,73.89,56.57,52.28,12,31.36,37,-11,46
-3.3,28.34,68.02,1,52.14,30.34,68,-0.27,145,-42
26,9.75,36,-2.93,67.14,-45,63,26.95,-35,28
13.09,38.16,71,72,-22,12.56,-3.91,-38,-37,-13.44
-8,51.43,1.15,14.15,10,2,81,-2,44,-5.53
-15,28.1,45,-29,70.86,28,-45,-22,63.9,-50
32,69.37,15.81,116,120,65.66,31.68,16,-4.24,91
64,84,67.82,58,-23.3,30,5,137,-10,54
5,119,80,114,82,10,59,-14.83,32.99,39
42.2,61.73,86,56.89,52.77,-9,54.84,108,5,40.65
85,137,24,-40,-49,67,61.46,99,50.78,-30
146,39.99,-22.98,-29,-2.05,1,90,-1.55,52,69
12.46,69.13,87,81,133,18.26,-35,101,40,22
57.12,135,71,98,28.4,35,19.16,4.55,85,149
44.67,79,-13.21,-38,-12.68,31,-19,137,13,42.01
86,49.64,19.71,131,21.34,52.1,57.29,14.02,29.36,-11
-13,25,85,11.93,10.05,10.72,45,-43,-12.05,48
68.13,52,-28,-16,32.6,13,102,23.44,15,26.64
69.44,6,12.7,16.94,15.1,137,13.47,18.59,50.68,39
-38,122,63,-41,40,3,39,57.81,-32,62.33
-6.48,18.97,45.56,11,82,43,52.3,-39,14.71,-17
