65,114,140,22,71.81,24,73,34.71,107,127,143,-45,71,26.63,44
2,87,46.61,95,-5,-33,73.2,57.34,96,54.75,10.88,50,44,51.34,73.84
-40,51,-38,36,-43,80,-32,98,109,-2,103,71,80,40,34.13
26.57,69.16,28.93,-26,3,56.98,63.11,144,148,142,73.01,47.43,-1.61,-22.27,76
51.58,-9.92,103,43,-15.54,57,-0.96,45,-20,133,-1.03,107,25.42,28.23,70.15
-41,43.72,126,66.44,-15,146,63.44,91,-23,-26,5.73,8.17,67.26,54.32,-50
29.65,10.81,-14,10,87,54.04,57.01,89,40,6.73,68.13,123,43.83,-11,-13
54,22.69,138,7.33,38.76,13.11,-47,-6,32.75,44.7,98,-4.08,102,67,127
44.06,39,71,-16.19,74.99,-0.52,78,65,55.5,84,139,110,-9.67,81,-38
45,37.91,24.75,16,-24.4,97,67.05,60.2,-31,7.78,122,54,25.46,69.21,44.63
38.91,142,128,5,37,-1,72.1,83,0.23,97,71.53,-19,29.5,-7.79,-5
45,84,70.41,1.61,58,5.89,27.31,28,53.14,45.1,-17,-7,63.12,-13.91,41
4.34,102,62.73,-36,-30,63,-5.4,12.65,-39,98,98,91,144,-8.06,7.86
34,-49,128,-10.63,-17,-2,13.13,104,-34,-10.98,-22,-5.53,59.97,22.56,15.68
2.92,62.89,-24,36,63,134,112,52.26,-40,56.33,-17.53,18.13,-23,52.87,-21
16,6.27,23.2,-15,-20,98,60.01,33.05,-47,11.1,51.28,115,107,-7.43,15
48,-2,108,-16.34,-11,69,117,55.05,17.89,102,130,58.98,80,38.62,25.34
-29,-14.45,-19.11,44.36,36,60.55,32,49.01,-5,-22,77,128,23.67,-6,-11.79
-20,36,100,46,142,66.09,-33,76,29.19,77,132,-22.45,58,119,83
74,125,56,53.87,5.58,-9.99,7,-7.24,122,44.62,3.11,138,-6.65,103,-16.82
54.31,29.05,31.84,29.08,10.94,29.48,31.91,27,45,42.27,61.66,53,80,99,-12.79
-43,107,122,125,-19.37,59.92,-11,55.97,57,41.83,0.74,71,7.06,-20,102
38.24,-14,65.65,10,-1,50,-5,56,1.54,133,45,-37,0.46,52.67,56.99
31.23,-5,42,-16.34,123,14.44,-35,141,-26,-24.41,-45,123,60,12,148
32,36.53,69,-15,27.25,-44,88,-13,76,9,-14.02,116,108,135,63
48,4.2,47.72,-6.65,-34,88,131,-50,60,-15.02,59.55,24.19,22.51,61.81,104
20,28.99,59.87,15,48.21,48,66.13,15,116,36.33,27,123,34.09,-3.1,-21
54.35,67,57,-50,23.25,55.18,24,86,-1.37,11,35.85,51.81,27,-24.89,13
26.19,56.37,19.91,7,-35,9.98,103,134,54,62,66,58,-4,23.15,70.37
63.52,100,122,66,97,38,-26,62.18,54,-18,-3.61,66,-50,2.15,-18.57
137,9,-37,-4,4,95,6,56.92,147,116,108,-18.05,69,114,86
114,73,4,37,24,41.13,-3.6,87,39.61,24.15,126,132,46,27.75,-23
-42,-4.42,1.58,92,21.04,69.26,62,78,56,33.06,120,75,112,-25,-19
59,41.57,64.17,1,-20.92,62.47,66.57,28.24,21.34,58.94,-3,71,112,-50,-20
-11,-19.61,122,4,10,7.85,63.32,62.53,66,142,17.85,-6,86,33.4,82
23,144,74.6,-10.73,-30,111,45,-30,61.79,45.93,-1.91,79,117,83,124
122,46.94,32.52,123,125,134,25,3,0.89,-17,-20,-19.75,123,52.55,106
14,-3.44,-17,104,137,-21.87,72,-11.82,8.81,-35,37,-24.1,24.54,72.48,-13.65
-3.48,126,-7,73,122,127,8,108,74.74,114,73,63,-5,61,48.27
25,-4,57.88,67.6,48.75,49,56.06,21,-18,100,83,95,3.1,-38,-1.15
71,74,58,3,16,-46,24.7,-20,4.98,-21.89,58.15,117,14.76,11.93,-11
27,27.27,15.59,-23.49,64,71.02,34.01,144,34.98,122,103,3,22.54,8,108
28.51,60,54,-27,-9,45.67,147,47,-3.43,134,39,82,-15.59,28.74,33.55
102,-11.27,9,-1.98,69,-23.01,115,17.89,-7,70.92,36.93,7,122,13.71,50
27.88,149,60,-15.02,60,100,126,52.03,-0.61,-24.71,89,-10.13,109,147,71.97
31.98,137,51.59,108,64,119,27,59,-14.33,43.52,48,74.64,30.9,88,-2.2
-39,123,37.37,64.77,-20.27,67,117,-20.78,12.7,-2.35,44.56,91,-40,-48,114
106,17.94,-23.47,-42,3.92,38.77,88,72.12,-2.69,97,-10.36,146,12.07,-23.15,91
144,23,-39,12.7,64.05,56.93,-20,94,16,101,54,88,36.68,46,97
114,62,21,-2,34.46,-20.57,74,-23.77,68.29,30.86,136,16.35,43,145,-19.33
5.04,-17,134,70,68,-4.82,2.68,62.57,38.25,-5.33,43,32.8,40,-17.96,69.64
120,-19.11,120,95,-16.67,103,-19.57,57,140,-17,7.08,-14.04,69,23.01,143
60,80,49,77,-7.75,52.08,-36,91,32,113,42.49,-38,67,1.88,28.4
32.73,35.01,58.07,133,35,127,35,27,125,-14.27,-24.78,143,69.77,72,12.28
-18,18,147,-16.43,29.46,7,10.03,-13,-34,-35,-36,-21.55,20.61,114,53
-24,60.66,31,86,88,32,-0.55,7.06,73,-6,-35,114,30,37,53
33,-14,11,149,-27,-3,47.43,130,-17,2.19,-7,72.71,42.91,135,3
87,10.46,-0.83,-8.57,26.35,54,-36,37,103,87,-14,124,95,-4.67,-17.02
77,74.67,30.79,119,17.43,5.85,-6,115,36.83,-40,17.69,60.73,19.98,1.27,47
26.16,94,-2,69,32,66,70,65.27,70.09,66.01,27.57,100,35,-14.52,5.24
137,30.53,8,56.83,142,-7,-10.54,73.52,39.95,41,22,53.7,64.46,96,100
29.89,11.34,50.14,-6.11,48,71,-39,12,6.07,30,95,20,98,107,9
54,-8.46,11.1,66,4.56,-40,7.47,79,149,-49,47.52,89,34,-14,99
17,106,71,-8,-18.28,124,15,-19.01,-10.24,60,108,112,127,49.34,23
1,55.21,120,143,117,-22.34,0.7,72.01,-40,12,83,93,141,-31,148
1.64,68,95,3.76,139,39.11,11.78,-2.01,-18,117,-31,60.5,-15.57,35.75,32.49
62.95,72.73,-0.74,21,22.39,-14,81,45,-42,50.77,35.53,148,119,120,75
39,27.59,41,-19.04,53,4,18,36,29.41,24,17.86,-17,18.26,87,-30
70.59,103,91,147,-30,-1,41.11,122,-12,70.55,-24.34,128,28,86,64.35
49.12,16.48,-22.2,57,88,18.4,55.58,97,22,-38,49.24,8.44,21.96,94,-15
-28,64.59,52.41,33.08,66.47,47,59.82,145,57.6,38.86,-20.54,125,73.74,81,4.54
17.14,73.04,66,50.49,-45,12.15,79,47.36,31,125,84,29,129,-37,57.73
110,91,92,68.25,-42,39,44.03,37,30.92,62.18,29.63,58,30,49,-45
7,89,8.88,58,-16,32.73,90,136,139,58.43,-18.75,26,59.65,40.77,35.9
63.37,110,120,-6.86,-30,3.86,111,37.74,41.97,10.1,12.72,-18.21,99,32,26.34
-3.51,43,105,-13.91,-18.49,111,74,49.76,6.03,72,34.01,-29,58.3,67.05,72
57.53,25.51,-9,73.84,71.68,-22,44,82,9.26,-8.22,54,-34,39.82,46,68.44
-3.39,5.48,-23.68,19,-6.79,105,109,59,71,65.53,34.03,7.32,43.37,-18,20.12
4,122,123,49.52,-28,38,-22.79,-5.35,25.29,59.03,61.09,-2,35.29,91,74.2
96,74,-18,-16.72,146,106,-30,-21,-3,-19,147,-20.57,43.05,132,75
-39,-21.9,44.42,5.48,66,4.85,-16,60.63,-8.91,27,56.3,116,44,61.95,10
44.66,-14,27.63,96,-33,13,22.7,119,85,125,21,16.25,50,149,-3.15
-19.38,-30,7,1.44,62.52,92,21,23.67,100,32,-16.32,52,10.83,-37,15
28,87,115,-32,66,137,68,71,66.64,62.5,143,48.99,26,128,25
58.8,85,-23.77,121,135,35.49,95,116,-19.82,17,68,82,134,146,61
99,121,13.48,27.84,63.83,16,-16.53,78,123,67,70,24.38,55,51.83,77
30.72,21.39,64,-50,32.16,76,73,135,141,46,139,-42,-24.17,-29,92
102,128,73,12,45.49,-35,-2,138,-29,-15.22,135,68.94,-25,79,55.02
-47,-11,-12.22,72.13,136,57,37.77,111,-25,48.29,25.75,131,105,121,-41
16.63,-18,16,40,73.49,71.12,38,22,-5,-34,49.25,75,-1.27,34.54,-13.72
-34,86,-17.24,16,56,-19.92,-36,39,123,66.32,149,61,89,78,10.17
24,38.18,10,93,-2,127,-23,67.18,74.11,40.77,120,81,102,-35,-7.98
56,-18,-19.23,102,-7,12,-13,-24.82,-40,6.87,76,84,60,28.34,132
102,13.49,27,-1,25,36,143,52,23.76,-5,50.08,-15,41,11,53.03
-22,27,-22.51,41.95,55.74,47.19,60,-22.47,67,72.89,58.28,101,35.68,38,-13.06
108,141,124,46.46,42,37.96,87,48.65,-19.99,35.66,36,135,46.13,24.48,-39
28,46.81,-13,23.9,146,-11,14.65,-16.17,72.07,-26,-6,27.46,49.46,-16.15,113
-4,-22.26,7,110,107,54.07,35,48,12.11,144,15,124,-10.07,123,121
63.08,-24,19,48.93,27.74,97,19,114,43,-48,11,-15.92,-3.47,51,57.29
16,101,66.78,38,52,15.14,101,-36,61.52,113,86,-36,-38,14.46,2.79
41,62,96,43,132,-20.85,-24.68,-14.91,18,17.42,70.86,54,47,2.5,61
126,-0.63,22.08,103,48.38,62.65,59.91,99,-23.78,54.09,62,71.05,-13.78,-1,42.25
30.53,19.48,31.43,31.6,106,-41,74.02,62,-50,20.19,-20,15,19.45,14,44
54.22,22.96,30,31.24,46,2.73,11.89,97,36.1,135,83,17.37,11,-41,89
79,102,54,28.18,38.12,10.65,12.07,136,51.17,-33,78,85,-1,124,-8
43,40,13.06,24,138,-0.73,73.63,13,-21.56,53,64.44,146,58,72.16,74
57,-3,101,30.7,120,-12.73,92,89,97,127,52.73,-25,-12.28,33,107
-6,15.85,32,146,86,-0.54,17.82,1,-21.76,74,96,131,72.51,75,85
-18.4,44.85,-37,10,39.62,63.95,145,25.63,-5,58,10,-33,17,118,-14
77,54,12,52,22.51,76,116,100,4.99,1.55,22,48.78,16.61,5.47,12
88,108,147,147,67.38,126,14,105,49.82,101,29.58,11.82,62,-15,47.44
138,43,-3,-45,-1,112,48.28,40,17.41,57,138,59,26,23,38.06
0.72,134,29,63,99,89,-1.62,66.94,-0.69,33.83,-9,120,-21.32,14,42.13
39.74,14.49,58.16,90,45,68.07,72,-5.82,136,21.41,91,-3.73,99,46.04,54
-6.25,41.12,-41,20,-22.24,-31,142,-13.61,36,-5,-24.11,30,70.85,32,52.69
12.3,20.15,-20.62,88,66.51,125,78,134,38.44,-1.24,-15.86,37.17,-3.63,21.42,12.98
13.6,37,25.64,72,74,61,18,28,107,42.26,48,-16,-15.42,53.32,77
-30,38.28,69,-1,-19,137,73.78,30,131,115,70.89,-19,-8.27,40.16,90
-48,70.25,59.95,-9,-17,48,-43,104,39,21,111,41.66,135,68.11,7.08
44.79,55,3,-0.22,42.45,39,23.65,-24.18,-37,99,31,63.9,-3,63.73,13.2
50.32,17,43.41,49.47,48.2,104,50,38,-43,20.23,0.93,-49,135,48,36.04
-10,-16,19,104,1,-38,98,-24,138,19.36,120,22.94,113,-14.07,-6
5.33,119,60,-18,8,13.02,126,105,-21,-1,18,52.71,-13,-33,-41
-24,135,40,-28,-17.61,45,44,71.71,-25,25,30,45.05,134,75,64
33,-22.25,-33,69.72,-7,34,-11.24,5,103,-22.23,63.63,3.44,-38,58,56.45
133,-22,-9.87,-16,45.83,71,102,21.34,-45,41.39,8,30.55,121,-27,32.46
59,78,9.94,63.59,21,126,-12.29,33.95,31.67,27.76,-34,-40,50,106,97
58.01,66.73,59.93,53.79,62,-20.94,78,52.21,-4.94,64,71.97,28,-8,-48,25.15
15.28,-16,-0.47,-13,-9.41,39.49,111,33,72.32,10,28,92,63,56.88,11.37
129,53.97,121,20.43,-46,55,113,63.01,-3,34.6,66.56,107,89,27.92,17.16
16.77,-30,43,64.72,-20,57.89,-17.23,65.55,46.66,53.17,39.07,52,-16.09,65.42,21.4
114,-14.08,96,-25,15.21,117,-41,129,41.31,19.84,34.17,12,12.25,6.25,147
128,101,35.34,30.5,-4.53,90,-4.35,132,-13.72,49,62.92,-43,135,-21.87,-24
42,26.26,86,3.72,57.61,59,90,66.92,-2,73,108,110,87,11.85,148
-17,-10.75,49,-2.28,7.31,-42,69,5,-11,10.9,41,79,47.96,7,-1
-28,-5.11,-3,81,36.24,39,82,7,71.73,-23.13,101,51,140,2,15
-26,25.6,23,6.15,70,130,45.25,128,86,18,139,137,5.96,42,42.54
-27,-14,41.95,41,32.63,147,74,97,-22,138,-20,98,68,95,3
-48,-19.97,91,46,64,51,37,-15.9,12.33,74.9,114,49.4,63,89,0
-35,-15,34.62,33.47,140,78,-28,55,121,49,32,18,3.51,80,-1
86,49.21,41,64,57,-0.44,12.86,-9,-4,11.08,57.01,17,40.72,71.23,27.1
21.98,31.03,37.16,110,73.18,110,13.82,-2,13,-19.8,20.77,-38,-22.19,5,111
32,60.98,78,127,3.41,-5.34,-7.6,70.34,4.47,33.4,-32,-14,-7,37,-31
-2.75,-6,-41,59.43,112,13,-22.51,48,-4.89,31.43,133,-10,30.18,65.61,-43
91,-23.2,49.23,-37,34,-40,121,23.07,-7.88,40.32,139,71,69,70,41.28
12.91,20.04,-0.4,-22.46,65.34,87,34.05,-24.86,132,116,35.28,-41,60,5,130
29.8,20,16.23,85,34,76,111,-2.36,29.51,64,61.87,7.96,-10.98,-19,3
58,5.24,33.77,-50,66.94,60,74,69.93,128,16.16,32,145,132,3,51
72,72.84,30.81,39,-19.01,4.77,-48,56.99,-49,82,-6.88,-15.05,125,-42,51
-6,37.16,-26,81,-4,16.3,44,14.54,136,-15.66,-1.21,22,-6.39,29,64.85
88,133,-18,-4.74,65.66,10.91,50.06,-14,24,52,1.01,113,-20,-23,32
52,144,149,73,5.85,3,-32,35.69,29.68,-44,0.28,-48,40.57,15.41,-5.04
40.57,5.07,149,-35,-13.38,-14.12,50,25,34.5,-13.01,69,66.07,-9,38,108
27,87,50.7,11.17,43,44.39,32.81,-45,120,20,123,114,-3.62,58.24,98
65.03,46.18,84,73.17,99,4.77,-33,85,49.92,16.41,89,79,94,13,-5.49
-34,74,71.53,93,-21.02,60,130,-36,134,53,20,14,60,44.77,134
58.4,38.31,69.13,-2,-50,-20,53,77,133,131,34.37,-23.84,31.84,130,137
7.48,-33,-29,88,25.8,64,63.42,38.8,13.17,-8.75,21,9.78,86,31,48.29
-6,57,-14.48,147,69,21.76,-20.75,-5,-23.36,25.83,52.73,137,-7.02,13.73,1
68.64,111,6.87,43,135,7.06,90,-0.6,14,-11,-40,19,51.01,3.61,117
-28,4,32,117,70.16,78,-16,13,-16,-10,41,-15.7,16.19,-11.02,5
121,43.64,21,-30,126,51.25,107,43,107,2,106,-20.74,-6.96,-14.78,73
104,139,-7.42,16,67,-25,-7,136,-6,104,69.19,51,65,71.26,14.76
65.62,21,18,-24,42,-8.7,120,-50,1.7,-19.01,60.06,138,75,-16,42.5
106,12.37,56,101,110,132,-38,35,43.73,5.06,69,21,-11.67,67,-50
6.34,8,72.55,55.08,148,62.23,24,57.69,144,-20.06,50,28.3,52,-40,-47
72,50,63,16,45,12.6,32,125,49.96,51.59,51.09,-12.72,23.79,31.32,-13
29.21,38,40.75,24.06,21,-45,12,85,8.75,27,66.64,46,102,79,85
92,-7.47,101,41,-6.32,62.4,61.32,135,68.14,0.25,-15.55,26,87,87,61.51
-45,90,72.23,-24,-20.36,37.65,54,99,-50,95,59.94,-5.19,-17.82,64,32
-24,25.6,57,45.62,54.79,0.04,15.91,10.9,21.55,58.74,-17.62,9.43,-7.44,-37,21.74
90,15,1.5,-12.26,104,-28,23.42,14.27,96,46.39,63.31,-15,10,-6.51,74
14.61,120,-4.1,76,79,-9.13,41,95,16.46,-26,102,72.9,24.09,21,52
23,36,-4.12,-36,29.6,70.55,43.09,11.09,115,132,103,-0.8,143,42.37,12.04
-26,111,40.15,37,8.74,23,-11,-10.27,-34,85,117,52,90,-21,139
16.5,37,30.57,58.71,86,81,-4,84,74,-7.04,109,-25,35,60,-16
6,11.41,-25,-7.71,32,149,3.64,56,12,11,134,72,6,-32,7
142,-8.38,-15,-9,45.96,-1,77,27,95,83,-2,50,9.85,-34,62.74
127,-15,95,15.41,12,32,4,122,108,41,32.4,17.11,1.69,121,52.13
4.41,0.88,18.62,17,-13.44,-13,-49,-18,-1.42,47,46.08,68.46,96,72,-29
127,72.18,-26,53,48.48,49.85,63,136,72,38,2.51,-46,17.7,49.64,75
12,-16.16,61.11,140,74,49.29,19,10.17,47,15,23.51,-33,108,60,-48
-48,32,-47,-10,52,7.33,70.55,30.26,-37,-23.77,41,142,136,20,140
80,73.77,132,144,-38,2,107,36,58.31,77,132,17,16.24,-1.78,13
1.49,-26,14.97,63,-24.92,2.1,-37,88,83,18,32,33,100,73.97,23
