113,31,16.8,-45,60.79,-22.35,25,2
110,42,-23,-12,22,55.19,19.34,108
40,-15.25,70,28.13,103,40.46,5,15
64.91,-27,-21.52,41.56,24.76,130,52.22,40.21
-6.31,2.17,-4.74,120,95,51.02,12.63,45
29.16,14,-14.48,-14,59,58,74.42,36.56
-33,-13.94,25,37,-6,-31,-49,-24
33.45,3.48,10.85,49.03,144,92,-8.18,23.89
69,17.93,134,67.27,12.71,130,112,36.31
-45,-29,20.68,139,147,-5,47,6
125,-21,77,35,5.11,41,-28,144
-25,-23,23,127,67.12,25,-31,128
-32,135,19.47,1.72,-24,43,15.62,132
40.42,130,-49,76,50.73,19.76,29.69,98
-34,-33,-4.35,-4,49,-23,51,21
-45,13,146,77,45.63,130,42.01,57.52
71,94,74,52.14,110,94,38.84,67.92
48,102,59.4,118,120,-45,-34,-0.75
-22,119,107,76,136,24.03,14,81
6,126,-7.9,31,15.95,22.9,-49,54
15,139,-7,62,-8,26,23.94,54.14
141,-18,61.38,-11,70,45.45,113,129
58.41,17.58,46,-20.92,47.24,14.86,-13.29,49.36
48,116,62.15,-18.65,-40,40.26,-27,-6
-3.67,51,24,-44,62,19,4,10.2
-23,-11.38,20.59,74,7.38,-48,82,137
112,46.61,-16.34,42.58,56,63.02,43,10
22,5.88,23.36,112,120,27,28.61,113
-5,89,10.01,-43,-25,45,129,-31
128,52.79,-1.17,-38,-9.09,25.8,19,9.14
-3.95,5,14.2,-4,64,-20.56,117,-10.83
36.41,61,-50,142,-5.94,-5.08,-12.84,112
119,59,35,41.1,70.62,98,-7.03,144
12.26,139,137,6.39,-8.65,43,116,-35
-1,-45,130,69,87,0,-12,58.32
144,73.44,-19.2,50,-41,1,12.77,66.62
83,28.5,75,-17.12,31.65,63.93,-5,-4.26
74.76,146,58.04,-5.52,-9,45.13,-17.92,-35
86,125,5,75,-11,-4,-6.95,-33
15,45.35,-7.7,80,29.06,10.47,73,41.31
112,31.67,33.85,17,54,33.45,78,2.63
73,23.17,34.74,-38,-15.86,65.93,19.82,-46
24,74.04,15,116,11,75,72,-14.05
97,59.82,-28,47.16,71.94,74.01,32.6,66
-43,119,10.44,-8.4,11,90,45.37,97
-41,118,-27,84,90,42.56,59.27,118
72,43,3,-13.74,65,14,57,9.34
21.65,11.13,12.33,19.55,-36,20,46.99,9
122,28.5,-21.76,49.24,19,0,-9.15,35
22.49,37,-32,-13.8,19.87,32.15,8.53,134
52,40.64,22,76,8,5,13.4,49.63
-23.19,-23,2.37,142,36,93,128,48.2
28.64,-29,-4.33,-5,-14,6,60.01,-32
-9.68,129,0.06,59,41.25,134,147,-40
-3.76,-15,45.63,65.31,10.01,142,53.71,64
142,-2,59.01,26.53,26,38,0.2,18
11,-41,70.76,24.33,22.92,147,126,26
123,52.36,6.72,-44,-24.79,-9,129,97
11,33.52,-1,-34,-50,17.13,96,90
82,-2.61,-13.22,67,98,13.62,15.73,37.85
10,-28,64,34.94,32,89,32.21,123
9,39.38,101,17,1,69,-14,131
138,55.34,-2.42,49,25.85,-3.46,68,96
32.51,53,62.82,71,-21,109,-7.46,-12.08
-21,135,-47,111,22,35.18,45.76,57
121,93,-15.55,30.32,55,72.05,142,47.27
-10,-15,-30,105,-12.93,8,85,-17
146,126,47,128,71,0,72,137
41.02,97,-4.17,51.87,29,92,138,-8.65
-16,-38,2,7.08,-37,129,25,99
-14,31,22,108,40,69.11,111,61.26
33,-11.07,14.73,18,141,11.62,75,10
-45,9,4.49,-41,15.12,64,17.6,71
70.23,-10.21,68,32,64.72,14,-11.43,51.46
-47,21.11,-11.36,57,-43,23.94,-50,62
34,83,128,139,41.2,41,-32,-20
-1,41.47,8,73.63,10.65,-37,-13.71,57.87
-8,88,-10,-39,58.74,-45,-19,85
130,60.2,13,147,5.36,59,49.73,94
115,30,124,37.81,88,35.7,8.64,-27
0,-4,22.18,5.24,16,95,-25,-26
5,44.14,47.03,-6.11,-21,19.49,17.63,79
8,27,142,39,23.35,49,137,35
16,41.43,41,-2,26.34,104,69.73,131
16,99,86,62,-27,6.47,101,-23.4
91,43,32,141,120,38,-22,-23.01
50,18.8,7.34,102,34.36,21,11.8,-25
-9.98,71,39.18,0.22,66.79,7.3,149,37
54.44,70.95,73.62,142,63.98,56.58,136,-50
101,1,14,10.63,2.5,-34,21,12.21
-15,111,101,73.79,81,98,6,45
73,90,38.82,0.88,144,66,21.28,-47
83,117,130,52,8.92,87,63.53,-7.34
-38,74.29,74,17.93,44.92,49,131,6
135,25.59,47.13,137,-14,-3,60.65,83
123,-6.86,146,-44,113,144,32,53
58.78,-5,-17.61,47.62,-27,147,-28,123
22.57,119,59.21,32.22,-47,22.92,29.75,-7.03
59,0,35.9,25,53,47,-15,126
15,67.13,70.85,0,146,105,17.82,2.4
-37,138,13,117,10.11,-37,7,85
74,24,90,1,2,54,142,-4
113,-10,46.49,-46,-30,-1.24,105,27
13.79,-21,-49,67,48,-44,74.89,52.49
-37,21.55,37,58.91,-7.29,5,-3.05,55.19
120,-3,46,-25,111,1,-46,134
-5.09,55.26,6,27,22.14,69.15,13.18,-13.25
57.04,-39,7.49,70.84,15.7,123,68,118
120,60.29,145,12,63,30,49.25,-19.06
77,69.63,-18.92,100,118,132,117,18.37
96,78,-35,50,39.06,121,57,18.5
130,46,51,43.45,47.61,-10,9,25
-7,5,-3.6,94,-17,114,122,45.68
51.09,40,92,71,77,-18,27,16
12.92,-8.57,110,57.4,48,12,36,58.27
55.85,12,-7,57,27.53,-29,-6.56,4.5
17.18,14.9,107,-40,56.53,88,-29,49
-18.28,103,-15.73,72,-1.28,68,10.57,-33
-1.46,13,-20.56,87,65,53.35,-3,49.93
-43,4.37,146,34,16,44,123,-5.86
48,46,134,-41,32,21.34,52,31
5.44,5.8,53.66,28.6,31.85,25.24,0.83,60.05
69.51,45.03,52,-8.53,120,13,16.73,106
14,121,65,-8.17,89,98,-4,24
62,25,51.26,65.2,37,147,-13.56,27.35
24.69,79,99,-43,15.32,48,148,123
50.25,97,81,-42,20.31,45,73.01,34
4.54,-47,-6.8,142,73,81,50,71
118,-48,-2.76,146,51,50.74,53,9.4
130,55.55,117,17,73.17,8,13.44,72
-26,-15.08,-21,49,59,13.01,71,119
